Sample_ID,Mouse_ID,Timepoint,Genotype,Grouped.genotype,OTU1,OTU2,OTU3,OTU4,OTU5,OTU6,OTU7,OTU8,OTU9,OTU10,OTU11,OTU12,OTU13,OTU14,OTU15,OTU16,OTU17,OTU18,OTU19,OTU20,OTU21,OTU22,OTU23,OTU24,OTU25,OTU26,OTU27,OTU28,OTU29,OTU30,OTU31,OTU32,OTU33,OTU34,OTU35,OTU36,OTU37,OTU38,OTU39,OTU40,OTU41,OTU42,OTU43,OTU44,OTU45,OTU46,OTU47,OTU48,OTU49,OTU50,OTU51,OTU52,OTU53,OTU54
ACKGx396W15,ACKGx396,W15,ACKG,ACK/G,289,404,196,2,9,0,23,361,1583,11,207,25,31,4,0,2,0,118,159,12518,0,6,0,0,15,498,132,3,25,0,99,218,11,4,0,0,0,169,0,52,1867,0,0,32,0,0,0,0,494,189,36,39,16,111
ACKGx397W15,ACKGx397,W15,ACK,ACK/G,3902,1330,1971,27,7,19,60,166,6799,76,808,161,373,49,2,61,9,817,933,10871,3,23,2,0,1652,507,321,32,90,0,665,1630,2393,0,0,14,18,0,13,237,12046,295,0,272,0,0,10,0,444,1927,794,3172,87,457
ACKGx415W15,ACKGx415,W15,ACK,ACK/G,3364,3275,3002,129,7,118,371,16,5486,57,1544,273,798,33,9,42,22,1348,4944,1283,0,22,164,144,997,2302,150,120,256,0,1484,1196,671,9,0,68,0,0,0,333,215,0,0,1222,51,10,18,0,23,1356,459,24502,36,710
ACKGx416W15,ACKGx416,W15,ACKG,ACK/G,4585,2780,439,9,18,13,33,200,3941,21,679,61,670,0,4,0,9,190,442,5280,0,12,7,33,1379,1975,38,14,27,0,258,1135,2008,2,0,11,0,0,0,116,2592,0,0,236,16,0,8,0,290,684,56,20098,59,87
ACKGx419W15,ACKGx419,W15,ACKG,ACK/G,8182,1199,2293,54,48,7,125,142,3534,85,874,135,1167,11,9,17,8,693,1493,10685,0,16,63,44,1760,1916,88,46,136,0,1449,513,6026,0,0,16,0,5,0,191,1197,0,0,638,20,0,9,0,471,644,218,13742,0,492
ACKGx420W15,ACKGx420,W15,ACK,ACK/G,6347,2844,1458,51,0,69,149,40,2766,46,825,125,1536,25,6,0,15,688,1699,4126,3,7,47,53,2050,1835,330,49,65,0,666,940,3141,11,0,17,0,6,0,168,430,0,0,857,37,0,37,0,87,481,136,12895,33,218
ACKGx426W15,ACKGx426,W15,ACK,ACK/G,10304,1795,1263,259,0,23,170,76,5539,42,735,120,393,22,13,2,11,896,2393,4804,0,46,0,89,788,1947,419,59,159,0,865,1467,531,16,0,0,0,65,7,163,418,0,0,664,23,0,4,0,55,1845,61,15081,123,514
ACKGx433W15,ACKGx433,W15,ACK,ACK/G,2328,2453,5242,370,32,70,317,0,6336,69,1937,365,1152,55,16,78,51,1754,6100,1390,0,68,74,80,1430,1905,174,128,295,0,1041,1086,2153,30,0,0,47,0,28,333,419,0,0,984,79,0,27,0,9,1719,647,2497,57,669
ACKGx435W15,ACKGx435,W15,ACK,ACK/G,7779,901,1558,18,198,11,98,27,4034,225,441,73,783,16,0,49,14,705,1717,22632,0,44,0,0,811,744,136,108,62,0,422,737,2035,0,0,14,28,44,7,147,261,0,0,294,0,0,17,0,865,1730,395,961,12,419
ACKGx440W15,ACKGx440,W15,ACKG,ACK/G,10086,2343,5292,108,91,22,179,0,5998,127,690,229,1123,133,27,70,46,1672,2346,583,4,42,52,46,857,1292,84,26,163,0,741,1559,1938,7,0,18,15,0,0,398,438,0,0,507,19,15,41,0,38,1522,479,3269,175,99
HACKGx182W15,HACKGx182,W15,HACK,HACK/G,3873,3497,2957,80,121,10,93,128,6370,38,824,101,1013,34,9,39,8,325,2125,1568,4,40,0,28,322,3348,328,61,73,0,960,1456,2814,15,0,16,0,0,7,614,211,249,0,797,0,0,21,0,9,2299,456,28936,84,89
HACKGx185W15,HACKGx185,W15,HACK,HACK/G,2986,3131,1192,18,22,13,85,123,5699,26,967,61,577,13,10,36,12,273,2124,1935,0,25,3,46,305,3029,227,67,122,0,652,891,1037,7,0,44,0,0,15,386,274,198,0,407,0,0,24,0,12,1681,234,30463,50,211
HACKGx282W15,HACKGx282,W15,HACKG,HACK/G,8277,3171,1190,46,0,25,162,259,3684,29,617,89,375,38,10,0,30,201,792,8690,2,16,0,0,511,2770,896,9,121,0,206,1089,1288,0,0,5,0,198,0,79,990,0,0,329,13,0,9,0,109,1096,91,23414,157,152
HACKGx306W15,HACKGx306,W15,HACK,HACK/G,4621,2297,1193,45,0,15,78,112,2889,21,391,90,486,15,10,31,10,405,1479,10986,0,15,17,28,744,525,98,48,59,0,776,718,1096,12,0,8,0,227,6,126,2484,0,0,498,10,0,3,0,199,1254,114,10963,90,139
HACKGx320W15,HACKGx320,W15,HACK,HACK/G,730,320,239,13,0,0,69,913,3055,22,250,42,149,7,0,0,0,52,361,20398,0,11,5,7,54,524,114,0,24,0,71,190,14,13,0,18,0,1509,0,60,4236,0,0,69,0,0,0,0,1494,455,126,7137,22,61
HACKGx321W15,HACKGx321,W15,HACK,HACK/G,985,308,258,20,0,0,28,288,1412,20,91,23,301,0,0,0,8,95,356,12119,0,0,8,8,267,320,29,0,17,0,104,97,91,0,0,6,0,119,0,37,2460,0,0,111,0,0,4,0,476,184,27,2866,22,89
HACKGx331W15,HACKGx331,W15,HACKG,HACK/G,658,990,846,54,0,4,141,587,2388,10,301,71,105,9,8,4,43,67,818,9347,0,17,41,21,303,636,466,15,68,0,141,289,43,8,0,0,0,305,0,48,1194,0,0,169,0,0,0,0,282,489,31,7215,34,184
HACKGx342W15,HACKGx342,W15,HACKG,HACK/G,37,2565,2966,106,8,20,100,641,5716,119,1860,146,1518,0,10,11,41,1244,1242,11895,0,20,26,43,621,2844,71,30,38,0,825,1208,3723,16,0,0,0,647,2,353,1490,0,0,781,5,15,26,0,1131,950,413,4142,34,218
HACKGx344W15,HACKGx344,W15,WT,WT,198,644,4296,494,0,28,147,9,4464,39,657,229,2258,41,14,11,26,2617,2088,9225,0,38,28,47,610,2279,307,36,80,0,1359,304,552,9,0,0,0,260,3,233,793,0,0,1005,77,10,66,4,577,539,170,65,13,290
HACKGx353W15,HACKGx353,W15,HACKG,HACK/G,5988,1122,513,5,5,0,34,506,2135,44,377,14,337,8,6,18,0,87,792,11276,0,7,25,9,857,381,28,44,54,0,163,878,1029,3,5,5,0,61,0,500,2107,396,0,152,6,0,16,0,466,554,603,4347,5,191
HACKGx356W15,HACKGx356,W15,HACKG,HACK/G,3282,3336,172,2,0,0,5,564,1081,51,388,18,682,0,0,0,0,85,218,2075,0,0,13,9,750,1235,13,0,19,0,104,2450,1162,0,0,0,0,0,0,31,2097,0,0,294,0,0,23,20,0,769,50,10707,8,112
HACKGx358W15,HACKGx358,W15,HACKG,HACK/G,7118,1221,414,0,0,4,6,17,1095,14,86,12,484,6,0,0,0,161,266,780,0,9,11,10,762,477,127,9,18,0,325,208,1373,0,0,3,0,0,0,167,1588,0,0,163,0,0,13,18,21,357,40,6470,32,57
HACKGx364W15,HACKGx364,W15,WT,WT,0,531,1599,69,5,10,90,0,1028,11,130,77,1457,29,8,9,17,1174,537,0,0,3,10,15,0,480,26,27,0,0,330,132,1498,0,0,0,0,0,0,127,83,0,0,444,79,0,9,0,0,234,104,9,9,215
HACKGx367W15,HACKGx367,W15,HACK,HACK/G,7902,899,392,0,52,0,15,1647,4611,155,400,18,394,0,2,14,9,52,648,14907,4,13,8,10,871,1328,37,12,10,0,124,1026,1385,0,0,5,0,13,0,181,3046,481,0,225,0,0,14,0,232,1144,87,22425,14,197
HACKGx389W15,HACKGx389,W15,WT,WT,6152,403,6039,591,9,35,178,0,1083,17,2363,255,1734,68,46,39,24,2034,3022,10170,2,27,41,34,1642,1526,679,79,231,0,1567,138,1037,14,16,0,0,20,0,403,576,263,79,1122,93,22,25,0,496,863,405,44,0,227
HACKGx395W15,HACKGx395,W15,WT,WT,96,1325,5774,369,0,18,105,101,5015,136,1056,67,2038,105,13,39,46,1298,1413,7779,0,35,0,42,829,4695,109,13,58,0,1132,480,523,18,29,0,0,174,5,426,965,0,0,576,42,22,37,0,316,1551,826,254,8,41
HACKGx396W15,HACKGx396,W15,WT,WT,2393,494,6147,734,4,48,317,0,2221,56,3035,268,2654,77,33,96,60,6207,5736,1324,0,15,62,51,99,1389,200,100,436,0,2544,170,144,17,9,0,0,6,10,1069,1244,0,0,1794,195,37,38,4,59,1244,460,19,5,996
HACKGx417W15,HACKGx417,W15,HACKG,HACK/G,3015,647,1449,35,24,15,177,341,2195,58,806,72,717,0,6,13,11,732,1900,25013,2,9,60,15,653,265,56,11,97,0,463,581,225,0,0,25,0,896,0,116,734,0,0,426,0,0,8,0,1151,463,441,7647,51,255
HACKGx419W15,HACKGx419,W15,WT,WT,21223,619,1318,116,18,9,66,0,1686,20,826,51,3078,11,8,124,16,1174,1526,6631,2,26,10,14,629,1451,124,0,77,0,361,423,1812,0,7,0,0,99,6,283,609,0,0,410,39,5,8,0,429,920,445,12,18,183
ACKGx292W19,ACKGx292,W19,ACKG,ACK/G,1282,1490,4486,69,23,21,268,120,4938,54,1555,137,2022,14,16,25,49,1319,2517,428,3,11,0,41,247,1849,475,55,192,0,2726,2342,153,3,0,29,11,17,0,361,1166,67,9,940,5,0,30,0,37,688,210,233,37,1876
ACKGx339W19,ACKGx339,W19,ACK,ACK/G,8893,1027,3876,214,7,25,149,63,3813,40,1683,128,1745,56,18,20,26,848,1902,4438,16,21,0,0,1052,1680,343,39,138,0,1351,1261,3746,0,0,6,0,9,4,171,1630,563,0,1061,7,0,27,5,80,961,130,586,41,314
ACKGx348W19,ACKGx348,W19,ACK,ACK/G,2424,1510,3909,279,0,43,249,99,6656,44,3191,244,3760,106,59,13,34,1911,4819,26387,0,13,0,110,2323,5132,235,89,212,0,2336,2786,2164,0,0,82,53,11,0,793,3640,170,12,1274,21,0,15,0,159,2571,686,102,8,512
ACKGx354W19,ACKGx354,W19,ACKG,ACK/G,15238,2246,855,33,0,15,77,410,8108,114,623,201,853,13,6,26,21,237,946,10049,0,12,0,53,1254,1707,97,15,120,0,908,1605,4357,0,0,9,14,17,18,124,3434,659,16,490,12,0,13,0,117,669,238,16996,30,362
ACKGx396W19,ACKGx396,W19,ACKG,ACK/G,197,3192,2290,37,740,15,209,1211,12562,36,1310,50,303,20,0,110,24,606,1257,21833,13,42,2,45,21,4648,134,21,22,7,231,4455,81,7,0,0,47,415,50,278,3962,0,0,321,0,9,0,0,233,2514,267,20662,385,225
ACKGx397W19,ACKGx397,W19,ACK,ACK/G,2687,1018,685,15,16,9,52,954,6304,107,313,36,241,49,0,32,20,117,654,22119,0,25,0,17,497,1400,173,33,26,0,188,1171,749,0,0,8,17,49,17,107,4231,187,19,216,0,0,0,0,99,1155,398,14645,161,65
ACKGx415W19,ACKGx415,W19,ACK,ACK/G,9522,3525,2546,107,6,23,177,18,7077,55,1768,153,1493,48,12,19,18,583,2190,1769,5,11,93,119,1472,2355,118,63,177,4,2452,2565,1044,14,0,27,0,0,0,222,938,0,0,841,15,0,29,0,65,2100,374,22639,125,1107
ACKGx416W19,ACKGx416,W19,ACKG,ACK/G,5642,3900,1964,89,24,105,209,86,3502,99,1435,226,1841,9,16,13,25,1511,2544,3938,0,6,91,163,867,1856,144,68,107,0,1701,2205,1249,8,0,10,0,0,0,294,996,0,0,973,38,15,18,29,103,931,109,22853,25,1040
ACKGx419W19,ACKGx419,W19,ACKG,ACK/G,7958,1262,3683,127,18,22,178,142,2889,64,1136,142,651,10,15,21,14,1952,2073,7485,3,18,66,47,762,1978,294,84,137,4,2272,1323,1334,0,0,14,0,22,0,154,4334,0,0,576,23,0,6,0,973,1057,298,1234,11,577
ACKGx420W19,ACKGx420,W19,ACK,ACK/G,9511,1984,941,110,192,26,153,10,2202,30,623,66,1757,58,15,0,15,401,1823,6811,0,0,40,61,831,1311,153,90,83,0,1153,1177,1856,16,0,29,0,0,0,277,10188,0,0,1069,0,0,29,0,652,584,243,11019,27,167
ACKGx426W19,ACKGx426,W19,ACK,ACK/G,4656,3719,2902,298,10,38,300,74,13355,64,1016,412,818,24,20,44,35,1792,3414,13330,5,33,134,183,1215,2579,810,87,219,3,1575,2401,363,29,0,0,0,74,0,117,1944,0,0,1405,70,10,11,0,50,2522,182,22320,71,1276
ACKGx435W19,ACKGx435,W19,ACK,ACK/G,416,9164,7655,313,474,112,524,746,21437,181,4113,476,2743,65,31,429,113,4153,7497,34939,4,114,80,137,1021,11830,417,224,834,9,2506,5819,3887,35,6,0,156,420,14,1566,13402,0,0,2366,94,23,47,0,507,7761,4117,16423,279,1326
ACKGx440W19,ACKGx440,W19,ACKG,ACK/G,879,8243,2703,51,1137,0,140,155,8506,65,1629,132,1354,28,3,110,31,1713,1433,6832,0,57,9,32,1200,6257,80,6,41,8,222,4794,758,11,10,0,29,334,0,456,1571,0,0,380,96,0,35,0,36,1745,1153,12800,119,119
HACKGx182W19,HACKGx182,W19,HACK,HACK/G,305,6771,872,21,31,34,139,1336,6151,49,386,72,278,59,10,5,18,299,2064,11055,0,7,0,65,444,2226,201,261,74,0,572,1906,222,4,0,17,0,21,12,401,3485,0,0,1441,12,0,18,0,297,845,71,30147,45,272
HACKGx185W19,HACKGx185,W19,HACK,HACK/G,358,3663,897,0,206,9,100,1303,2984,54,182,93,149,25,0,4,0,225,1742,15773,0,10,0,49,333,1324,223,38,45,0,100,910,16,3,0,4,0,22,0,579,4539,0,0,172,63,0,31,0,78,222,30,11194,71,125
HACKGx251W19,HACKGx251,W19,HACK,HACK/G,16,9169,913,44,866,20,312,557,9007,121,137,141,839,0,0,0,66,341,1436,12836,0,29,2,57,1360,3065,1073,40,52,15,25,2519,746,0,0,10,0,0,0,432,2361,0,0,1637,19,0,32,0,115,843,17,36942,67,262
HACKGx271W19,HACKGx271,W19,HACK,HACK/G,3948,8782,592,0,50,324,0,502,11342,189,220,37,108,32,0,0,109,311,2012,17359,57,32,0,16,125,1297,169,34,100,0,168,8592,34,8,0,39,0,0,0,131,2298,0,0,1910,13,0,4,5,141,2173,0,28,1923,287
HACKGx282W19,HACKGx282,W19,HACKG,HACK/G,6789,3752,1392,28,12,20,50,581,5559,30,565,173,919,8,6,9,62,284,1123,27123,9,0,22,53,687,1683,182,7,154,0,489,1368,812,0,0,22,0,1508,29,157,8133,0,0,353,7,0,11,0,1682,1409,47,39840,43,26
HACKGx306W19,HACKGx306,W19,HACK,HACK/G,6647,8739,2682,76,274,58,183,33,7193,28,2332,444,1221,0,13,76,21,504,2844,25552,8,26,99,113,1458,1744,198,100,139,0,962,923,423,17,0,38,0,186,14,349,5358,0,0,989,7,6,0,0,273,3298,799,27791,433,981
HACKGx320W19,HACKGx320,W19,HACK,HACK/G,5652,2046,1518,21,61,17,79,1542,7074,29,547,37,288,9,5,45,76,137,1550,37213,8,13,24,79,461,3918,1056,17,107,0,163,817,60,22,0,12,0,1602,0,288,8004,0,0,612,0,0,0,0,870,1528,73,41759,218,303
HACKGx321W19,HACKGx321,W19,HACK,HACK/G,3088,1335,926,5,27,5,73,2082,7772,31,708,67,332,23,0,23,25,161,1543,45349,0,9,2,34,613,2277,277,16,123,0,188,1132,55,8,0,17,0,1205,0,385,4819,0,0,546,10,0,0,0,175,840,74,18029,149,188
HACKGx328W19,HACKGx328,W19,WT,WT,26,2575,11754,664,0,26,365,805,6867,18,908,185,299,19,32,54,26,5051,4461,59639,8,42,11,65,56,1922,145,193,243,0,4413,463,62,15,7,0,0,825,0,664,3697,0,0,899,86,67,40,0,562,1269,404,523,62,618
HACKGx331W19,HACKGx331,W19,HACKG,HACK/G,64,2348,1176,29,0,5,45,2268,7070,37,421,22,193,13,0,16,18,402,362,63398,12,36,15,17,0,1581,783,5,27,0,159,1163,30,4,0,0,0,1259,0,121,8811,0,0,150,0,0,3,0,587,778,18,4782,245,78
HACKGx342W19,HACKGx342,W19,HACKG,HACK/G,2312,4245,3588,168,33,8,172,1002,8068,37,1021,140,582,22,16,19,32,1131,2958,30400,4,14,40,140,653,3595,1274,19,191,0,1536,887,186,12,0,37,0,936,0,245,1307,0,0,1047,29,0,21,0,435,1498,136,31067,72,892
HACKGx344W19,HACKGx344,W19,WT,WT,4684,1486,13208,1014,0,105,287,22,6444,31,2186,303,2340,260,35,63,53,5167,6412,31191,0,28,57,129,1364,6617,1214,113,420,6,5827,533,328,14,34,0,0,410,0,947,2331,0,0,2361,127,77,63,0,398,2919,1455,289,12,523
HACKGx353W19,HACKGx353,W19,HACKG,HACK/G,1957,2738,92,2,321,0,23,2624,4281,0,107,21,123,25,0,0,12,88,226,45172,5,2,10,0,261,99,13,11,23,0,31,3845,57,0,0,0,0,533,0,225,1950,0,0,26,0,0,4,23,475,123,6,45791,51,96
HACKGx356W19,HACKGx356,W19,HACKG,HACK/G,1162,635,841,20,0,7,48,1105,3852,29,272,83,147,7,0,0,5,184,390,65757,5,10,0,32,406,1070,83,10,196,0,267,460,25,10,0,22,0,446,0,89,6920,0,0,292,6,0,5,0,759,863,159,17804,82,91
HACKGx358W19,HACKGx358,W19,HACKG,HACK/G,12670,9065,626,5,245,0,60,284,2643,58,193,0,875,0,6,0,0,205,524,30352,0,0,25,8,2435,1916,32,7,21,0,483,1163,706,0,0,3,0,21,0,329,21903,400,0,163,0,0,13,0,808,453,438,981,0,627
HACKGx364W19,HACKGx364,W19,WT,WT,11,2478,10927,175,10,16,233,2,7120,111,1097,175,8493,83,46,67,90,6330,2296,235,0,41,25,44,2284,6265,76,9,71,0,1053,1241,3649,10,0,0,0,0,16,628,1077,0,0,2249,1329,30,52,0,0,2081,1425,159,102,171
HACKGx367W19,HACKGx367,W19,HACK,HACK/G,3317,7003,827,2,798,0,310,1561,3341,268,153,19,354,4,0,0,33,771,2148,24798,9,0,65,0,768,5477,28,46,120,0,194,19133,106,3,0,0,0,80,0,0,826,0,0,1322,13,0,18,10,291,916,325,139,0,1273
HACKGx389W19,HACKGx389,W19,WT,WT,32531,424,4705,199,0,3,47,0,1269,30,1841,59,3269,104,39,47,15,2266,1364,20543,0,13,8,34,3799,1970,418,66,206,0,3531,91,5257,0,0,0,0,39,0,896,9432,366,61,1209,43,41,0,0,2000,1603,1361,94,0,860
HACKGx395W19,HACKGx395,W19,WT,WT,10047,1912,8754,978,22,51,167,32,3947,70,2094,255,2050,179,28,50,25,3944,3865,18858,4,40,72,66,507,3049,385,104,544,0,2865,361,385,21,0,0,0,180,0,1161,10015,0,114,1602,113,32,47,0,982,3363,949,49,34,776
HACKGx396W19,HACKGx396,W19,WT,WT,3698,4438,4747,405,29,53,72,3,8348,23,2656,64,4773,53,13,586,33,2681,3798,1133,3,47,41,22,479,5658,241,23,201,6,1738,865,200,10,0,36,0,7,4,2100,2589,0,38,1545,110,12,192,0,13,4257,1797,216,61,31
HACKGx417W19,HACKGx417,W19,HACKG,HACK/G,72,2678,1433,3,2514,0,29,1506,5441,36,186,28,343,19,0,9,11,526,446,48890,0,24,6,13,513,1159,53,4,0,0,43,1222,0,0,0,0,0,801,0,137,2301,0,0,125,10,0,3,0,253,466,130,15869,16,19
HACKGx419W19,HACKGx419,W19,WT,WT,47934,3362,4929,331,232,62,172,0,5302,38,2336,108,12549,72,30,159,19,3151,3650,3481,4,13,44,40,2374,2996,314,61,216,9,1037,708,2060,8,0,10,0,25,4,1549,1056,0,0,1239,94,9,29,0,383,2708,1251,35,29,651
