Sample_ID,Mouse_ID,Timepoint,Genotype,Grouped.genotype,OTU1,OTU2,OTU3,OTU4,OTU5,OTU6,OTU7,OTU8,OTU9,OTU10,OTU11,OTU12,OTU13,OTU14,OTU15,OTU16,OTU17,OTU18,OTU19,OTU20,OTU21,OTU22,OTU23,OTU24,OTU25,OTU26,OTU27,OTU28,OTU29,OTU30,OTU31,OTU32,OTU33,OTU34,OTU35,OTU36,OTU37,OTU38,OTU39,OTU40,OTU41,OTU42,OTU43,OTU44,OTU45,OTU46,OTU47,OTU48,OTU49,OTU50,OTU51,OTU52,OTU53,OTU54
HACKGx358W3,HACKGx358,W3,HACKG,HACK/G,670,518,785,30,5,8,96,8,896,37,81,26,602,19,8,0,12,1205,553,2357,3,3,0,15,161,489,140,21,470,0,247,260,340,8,0,0,0,78,0,46,591,35,11,352,10,0,8,8,98,195,56,0,7,124
HACKGx364W3,HACKGx364,W3,WT,WT,607,417,1590,163,0,23,128,0,942,20,208,141,592,24,11,37,18,1137,2592,7979,0,14,0,27,634,746,143,195,91,0,846,112,690,4,0,0,0,14,0,134,277,48,8,539,35,0,11,0,346,415,38,0,10,268
HACKGx389W3,HACKGx389,W3,WT,WT,438,1183,4627,259,0,28,264,3,3288,34,1619,209,656,101,36,76,20,1570,3237,6306,0,20,0,38,1851,2010,517,264,307,0,789,243,1494,0,0,12,0,89,38,278,9096,0,20,452,110,23,14,0,2242,1928,269,57,6,108
HACKGx395W3,HACKGx395,W3,WT,WT,535,648,1397,43,12,5,24,157,2946,31,372,15,458,0,0,11,29,304,544,33122,0,11,0,8,1078,1835,227,13,15,0,99,393,252,0,0,29,0,990,0,102,7339,47,17,190,0,0,7,19,3839,1075,144,1626,33,0
HACKGx396W3,HACKGx396,W3,WT,WT,599,561,4213,203,0,17,108,31,2666,35,708,150,568,24,8,14,22,1260,2414,11567,0,11,0,22,1205,1496,697,104,192,0,733,305,180,5,22,20,0,251,5,192,2591,39,25,546,127,8,20,20,2308,382,84,18,11,57
HACKGx417W3,HACKGx417,W3,HACKG,HACK/G,240,671,2524,131,0,19,106,0,1590,0,853,144,347,30,18,7,0,782,1726,6131,0,8,2,12,1041,1178,232,153,130,0,446,106,1168,0,0,8,0,42,29,121,6493,0,9,317,58,16,11,0,1332,988,151,48,4,52
HACKGx419W3,HACKGx419,W3,WT,WT,223,235,1694,55,0,11,87,63,1783,42,301,154,740,36,17,7,15,548,1172,32299,0,5,0,17,1301,696,278,71,91,11,577,164,170,0,12,9,0,398,3,136,5073,0,0,463,46,0,20,25,2545,121,44,50,7,93
ACKGx348W7,ACKGx348,W7,ACK,ACK/G,20104,361,1298,30,15,0,61,41,2447,211,691,59,14789,26,40,10,15,1083,1985,17495,48,0,0,30,2228,1310,216,10,35,0,454,664,8124,3,14,7,4,2,0,203,11455,1324,52,1217,90,0,204,84,183,221,120,25,0,32
ACKGx396W7,ACKGx396,W7,ACKG,ACK/G,1862,1128,2117,45,5,4,77,260,4654,102,819,44,238,18,5,4,9,870,786,54681,5,27,0,11,1669,3157,1485,20,90,4,789,1797,1114,0,0,0,37,290,0,116,1860,168,9,337,10,0,9,0,3780,1406,126,108,9,471
ACKGx415W7,ACKGx415,W7,ACK,ACK/G,45,7534,5461,76,22,27,214,33,7388,65,2483,292,2439,12,48,109,56,3142,3981,633,0,35,7,193,2857,6208,105,56,315,0,2531,5089,9088,37,0,0,0,0,0,272,1226,0,0,1939,80,19,46,0,25,2518,628,44575,334,654
ACKGx420W7,ACKGx420,W7,ACK,ACK/G,651,6804,4955,198,0,31,376,5,5542,68,1509,174,2200,93,41,3,30,3094,4003,2039,4,26,0,122,1831,7271,463,71,268,0,2335,2923,6195,32,0,12,0,11,6,300,1193,0,0,1266,64,11,55,0,103,1913,261,27888,84,837
HACKGx182W7,HACKGx182,W7,HACK,HACK/G,14874,3955,15257,781,10,75,1076,0,7484,66,7643,347,4815,245,91,89,46,2063,13870,2574,4,49,5,184,1127,6662,532,388,567,0,3294,1966,3198,59,0,179,0,0,4,1168,2931,1019,87,2316,85,20,99,0,17,3028,641,1031,16,1468
HACKGx185W7,HACKGx185,W7,HACK,HACK/G,15004,5550,4242,96,15,30,132,0,6780,32,1223,92,3280,48,26,11,14,327,2542,958,8,73,2,77,944,4545,310,101,159,0,1023,2449,2451,24,0,17,0,0,12,454,7603,1099,0,589,6,10,80,0,4,2956,93,11126,29,408
HACKGx282W7,HACKGx282,W7,HACKG,HACK/G,13194,2650,1104,15,15,14,51,94,3192,107,670,42,1184,41,18,0,19,683,1023,13484,3,15,0,39,5038,2244,112,18,88,0,800,1489,3397,0,0,7,0,43,10,177,11078,492,0,458,0,0,17,0,916,1459,142,15327,105,399
HACKGx306W7,HACKGx306,W7,HACK,HACK/G,5551,2220,6809,250,12,49,591,3,1873,91,3478,362,2030,73,70,9,32,3599,5524,10058,17,21,0,77,2018,2617,474,200,300,0,2749,1938,3806,21,0,77,0,11,21,513,924,275,29,1743,20,13,41,0,694,1016,205,1725,55,481
HACKGx321W7,HACKGx321,W7,HACK,HACK/G,4689,325,3234,106,9,7,224,42,865,51,853,56,274,79,20,0,7,1255,1765,19420,0,0,0,40,910,349,158,26,97,0,1094,158,1943,11,0,7,0,302,0,108,1328,402,21,849,54,0,11,13,242,93,19,543,10,175
HACKGx331W7,HACKGx331,W7,HACKG,HACK/G,351,1175,5618,122,16,8,209,160,1740,99,1867,116,2595,33,33,7,24,4372,3514,35041,0,0,0,40,3860,891,612,17,179,0,2435,920,2192,6,0,0,0,0,0,322,10035,0,0,2038,14,38,84,9,840,77,89,965,0,596
HACKGx342W7,HACKGx342,W7,HACKG,HACK/G,33,9320,2440,76,109,27,102,200,8849,238,1547,191,2903,85,21,29,61,1909,1385,5489,5,49,7,63,940,5361,112,9,19,18,1880,3679,5639,10,0,0,0,166,16,534,1274,0,0,1731,25,16,26,21,102,1654,189,33826,67,131
HACKGx344W7,HACKGx344,W7,WT,WT,184,2339,11763,1762,9,83,994,12,7663,132,1688,716,4524,128,36,45,140,10083,5974,3189,0,23,14,134,493,3315,203,19,244,0,1580,1244,2626,30,0,0,0,35,5,449,1388,0,0,5016,463,35,55,6,80,628,313,1606,19,1254
HACKGx353W7,HACKGx353,W7,HACKG,HACK/G,3864,1631,7225,210,12,0,609,123,3806,80,2490,346,490,211,42,152,24,4954,6226,13574,0,35,0,73,365,2685,350,181,502,0,2706,1661,384,0,0,28,0,127,0,431,3951,312,108,1591,78,23,7,0,945,1368,843,702,101,1068
HACKGx358W7,HACKGx358,W7,HACKG,HACK/G,10972,3557,1777,13,10,8,56,52,6318,100,983,64,1288,57,10,0,55,1429,1178,5131,3,34,2,37,765,5120,174,45,410,4,903,1564,2755,4,0,2,0,0,2,328,30219,111,0,548,0,0,27,0,442,1357,254,9906,19,345
HACKGx364W7,HACKGx364,W7,WT,WT,7270,1434,4462,222,9,18,272,0,1610,154,926,199,12270,31,10,56,51,2737,4756,4106,3,14,0,43,4120,2069,492,553,146,10,1543,139,11074,8,0,35,0,12,0,711,5677,468,42,1387,80,0,156,19,333,1487,215,9,21,15
HACKGx389W7,HACKGx389,W7,WT,WT,5954,961,2649,75,10,0,39,0,3161,145,1459,72,4830,46,24,29,42,824,1295,38947,4,27,0,18,3588,3704,852,83,670,0,762,256,4188,0,0,48,0,124,17,351,2673,185,75,602,61,0,41,10,3070,1284,420,7,15,55
HACKGx395W7,HACKGx395,W7,WT,WT,17,3058,8953,369,27,24,316,182,14760,159,748,184,6389,37,16,81,80,4055,2698,24732,4,44,0,62,614,6783,167,30,127,48,1194,2424,348,18,12,0,0,991,26,316,4435,0,0,2536,372,23,16,26,977,1056,476,11400,60,764
HACKGx396W7,HACKGx396,W7,WT,WT,49,78,1174,39,6,0,214,0,2420,118,444,34,11730,36,0,0,82,2675,283,1089,4,11,0,6,11,130,20,0,0,0,42,176,3685,3,3278,0,0,0,0,223,47628,0,0,933,60,0,236,58,59,36,176,253,0,5
HACKGx417W7,HACKGx417,W7,HACKG,HACK/G,73,989,2108,38,15,24,218,75,3752,239,630,103,5249,157,6,11,93,2155,1130,266,0,21,0,27,825,696,44,3,36,27,319,3601,6367,4,725,0,0,2,4,277,3569,0,0,599,22,0,159,21,8,333,148,38185,40,27
HACKGx419W7,HACKGx419,W7,WT,WT,106,1858,7889,915,1490,54,358,7,8775,77,1040,212,4434,102,30,186,109,3969,4283,1075,6,63,0,67,45,5046,152,0,200,0,1782,3685,3344,34,619,0,0,7,0,927,4813,0,0,2254,286,17,41,26,116,1611,404,847,45,721
ACKGx348W11,ACKGx348,W11,ACK,ACK/G,493,698,5697,471,17,56,271,46,4597,17,3145,403,3913,81,52,4,18,3455,7061,13064,5,16,0,137,992,4152,328,113,465,0,2708,2139,4068,10,0,29,23,6,5,464,6231,0,118,2004,147,19,21,0,129,1320,529,146,30,1382
ACKGx396W11,ACKGx396,W11,ACKG,ACK/G,3702,435,1829,28,10,12,62,162,2341,64,649,93,450,9,10,9,0,964,817,21672,5,24,0,31,737,1561,393,17,115,4,605,1380,911,12,0,9,37,144,16,94,557,198,0,306,0,0,9,10,1069,869,224,46,16,435
ACKGx415W11,ACKGx415,W11,ACK,ACK/G,3372,1544,1184,34,13,10,70,0,2069,19,617,41,1185,0,11,40,11,547,942,568,0,7,0,37,579,1303,91,22,51,0,1047,893,2501,0,0,15,0,0,0,136,687,0,0,418,10,9,26,0,12,641,132,8688,18,338
ACKGx420W11,ACKGx420,W11,ACK,ACK/G,6605,5040,2641,267,3,71,445,8,5019,36,1951,174,3786,23,33,14,23,2818,4606,5420,0,15,0,106,1244,3673,204,173,207,0,1897,2373,4576,28,0,6,0,3,0,462,965,0,0,1626,40,21,47,0,100,1374,32,29179,34,145
HACKGx182W11,HACKGx182,W11,HACK,HACK/G,897,3277,200,12,39,16,94,27,1906,33,213,20,385,6,0,0,2,53,398,9587,0,37,0,6,112,1181,279,14,12,0,59,1144,624,2,0,4,0,0,0,153,175,64,0,171,0,0,22,13,3,753,65,14333,15,17
HACKGx185W11,HACKGx185,W11,HACK,HACK/G,24607,6786,6227,62,0,47,99,7,6766,28,1706,97,7996,22,28,45,51,531,2750,954,75,50,4,84,818,4835,250,165,226,0,1626,4348,6390,40,0,40,0,0,0,1176,3042,1905,0,1533,16,0,160,0,2,2339,1423,9247,72,248
HACKGx282W11,HACKGx282,W11,HACKG,HACK/G,13213,3198,902,10,21,5,38,125,4959,42,909,48,1931,22,13,3,25,188,676,24091,43,12,0,16,5218,3450,173,4,44,0,189,1310,7743,4,0,18,0,73,4,153,18015,917,0,415,17,0,20,15,412,1877,161,37718,99,157
HACKGx306W11,HACKGx306,W11,HACK,HACK/G,16835,4112,5459,234,18,31,198,41,6649,114,2457,207,1526,88,18,101,59,1182,3405,31777,23,37,0,46,2312,6464,806,162,206,0,1763,3099,2777,43,0,67,0,95,2,633,2676,1156,0,1198,25,8,22,9,524,2561,544,390,18,887
HACKGx321W11,HACKGx321,W11,HACK,HACK/G,27540,2162,8620,307,0,28,534,154,6077,144,2839,197,1338,98,49,7,66,3120,4715,21670,0,13,4,80,1443,4093,586,113,268,5,3586,886,2323,63,23,16,0,23,0,913,1195,470,0,1668,39,14,27,0,18,1251,900,269,26,782
HACKGx331W11,HACKGx331,W11,HACKG,HACK/G,1561,7111,1135,32,5,12,47,457,5493,143,349,45,2753,12,13,45,32,278,1321,17879,3,6,40,62,2358,1893,207,2,71,0,1973,2685,794,4,11,0,0,164,0,209,2876,108,0,650,0,0,22,0,128,878,27,34432,150,819
HACKGx342W11,HACKGx342,W11,HACKG,HACK/G,2095,5267,1513,40,15,11,36,53,7100,80,1591,75,3328,40,24,35,28,829,1453,1101,0,21,0,65,6819,3234,79,0,90,0,2009,2128,3225,7,60,0,0,7,11,454,2442,0,0,975,6,22,46,14,5,1330,232,26665,127,185
HACKGx344W11,HACKGx344,W11,WT,WT,1693,1963,13706,1239,0,135,322,14,10215,83,1448,302,4735,125,30,10,110,6655,4414,5644,0,37,0,91,3831,3171,249,20,139,22,1969,423,3510,24,0,0,0,39,5,521,1634,0,0,2179,159,24,123,38,184,545,594,1465,33,436
HACKGx353W11,HACKGx353,W11,HACKG,HACK/G,5055,4396,1784,62,0,0,245,391,5846,27,886,114,480,65,18,34,25,504,3569,9336,0,23,0,80,1052,1439,192,90,645,0,1174,2906,278,9,0,28,0,193,10,475,3935,0,0,759,37,0,0,0,536,2010,583,24242,387,346
HACKGx358W11,HACKGx358,W11,HACKG,HACK/G,6122,5111,834,63,21,26,211,7,4668,103,568,46,713,18,10,24,23,1469,1650,3263,0,15,107,55,1121,1639,275,67,237,0,689,768,795,15,12,0,0,0,3,384,2376,0,0,627,7,0,18,15,187,1165,154,27796,55,826
HACKGx364W11,HACKGx364,W11,WT,WT,540,2437,7927,498,6,42,447,0,4296,57,882,292,4031,219,57,84,73,6624,4733,669,0,20,0,72,6245,973,179,497,191,0,997,695,2836,24,0,2,0,0,3,718,671,0,0,2128,256,11,41,0,6,1010,171,38,35,554
HACKGx389W11,HACKGx389,W11,WT,WT,18937,851,3220,489,0,17,180,0,2596,138,1363,141,1130,20,43,30,30,1186,2434,45120,0,33,0,38,2538,2289,547,117,1000,0,583,168,3525,14,0,0,0,28,13,381,10746,1279,21,817,82,11,30,0,2220,1774,495,61,9,116
HACKGx395W11,HACKGx395,W11,WT,WT,120,1626,13151,791,26,35,353,102,12397,61,1091,319,4703,88,44,89,78,4819,3701,15701,0,53,3,67,61,8015,147,29,183,9,1416,2054,456,24,0,0,0,208,0,409,1357,0,0,2269,92,32,41,32,594,2847,275,57,28,40
HACKGx396W11,HACKGx396,W11,WT,WT,83,1608,15045,1012,15,69,397,0,4939,85,3438,556,9464,121,49,427,53,8313,8038,6816,5,51,77,43,259,2318,344,102,448,6,6727,990,789,37,58,0,0,9,0,1196,999,0,0,3149,274,36,67,24,212,2157,733,39,22,872
HACKGx417W11,HACKGx417,W11,HACKG,HACK/G,37,3318,6730,312,99,75,413,213,5381,114,3028,239,2545,23,52,186,37,1156,5280,8660,3,24,142,107,1659,2151,140,43,296,0,2700,2371,1190,35,48,0,0,0,0,639,1643,0,0,1690,18,25,27,12,0,1834,515,7852,88,883
HACKGx419W11,HACKGx419,W11,WT,WT,67,2126,6664,956,29,83,380,6,8586,123,1291,363,10116,197,13,46,83,4870,5327,7329,0,73,56,55,2971,2067,348,33,299,15,2177,1275,5189,43,59,0,0,5,0,1057,1195,0,0,1908,136,30,73,30,87,1535,586,221,52,600
ACKGx348W15,ACKGx348,W15,ACK,ACK/G,1163,752,6826,259,0,33,290,74,3672,31,2739,272,1423,46,54,0,19,2845,4533,14405,0,19,0,78,1106,3502,166,68,336,0,1706,1404,976,0,0,35,0,127,0,455,669,90,39,1425,60,0,11,0,266,940,328,23,19,632
ACKGx396W15,ACKGx396,W15,ACKG,ACK/G,289,404,196,2,9,0,23,361,1583,11,207,25,31,4,0,2,0,118,159,12518,0,6,0,0,15,498,132,3,25,0,99,218,11,4,0,0,0,169,0,52,1867,0,0,32,0,0,0,0,494,189,36,39,16,111
ACKGx415W15,ACKGx415,W15,ACK,ACK/G,3364,3275,3002,129,7,118,371,16,5486,57,1544,273,798,33,9,42,22,1348,4944,1283,0,22,164,144,997,2302,150,120,256,0,1484,1196,671,9,0,68,0,0,0,333,215,0,0,1222,51,10,18,0,23,1356,459,24502,36,710
ACKGx420W15,ACKGx420,W15,ACK,ACK/G,6347,2844,1458,51,0,69,149,40,2766,46,825,125,1536,25,6,0,15,688,1699,4126,3,7,47,53,2050,1835,330,49,65,0,666,940,3141,11,0,17,0,6,0,168,430,0,0,857,37,0,37,0,87,481,136,12895,33,218
HACKGx182W15,HACKGx182,W15,HACK,HACK/G,3873,3497,2957,80,121,10,93,128,6370,38,824,101,1013,34,9,39,8,325,2125,1568,4,40,0,28,322,3348,328,61,73,0,960,1456,2814,15,0,16,0,0,7,614,211,249,0,797,0,0,21,0,9,2299,456,28936,84,89
HACKGx185W15,HACKGx185,W15,HACK,HACK/G,2986,3131,1192,18,22,13,85,123,5699,26,967,61,577,13,10,36,12,273,2124,1935,0,25,3,46,305,3029,227,67,122,0,652,891,1037,7,0,44,0,0,15,386,274,198,0,407,0,0,24,0,12,1681,234,30463,50,211
